"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7300"", ""7300"")","Request new note title: CLC/CREC Social Work Quarterly Update Note (SWS) & template","","08. Note - New Title","10/3/2023","10/6/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7299"", ""7299"")","Creation of new CLC/CREC Social Work Progress Note","","08. Note - New Title","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7298"", ""7298"")","update orders in gi order menu","","06. CPRS Menu, Order, or Order Set - Change","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7297"", ""7297"")","Creation of new CLC/CREC Social Work Initial Psychosocial Assessment Note (SWS)","","08. Note - New Title","10/3/2023","10/6/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7295"", ""7295"")","VA-BRIEF COGNITIVE BEHAVIORAL THERAPY Update_2_0_358","","15. **FOR CAC USE ONLY**","10/3/2023","10/25/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7293"", ""7293"")","VA-HTN Reminder Update (Clinical Reminder Update_2_0_383)","","15. **FOR CAC USE ONLY**","10/3/2023","10/25/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7292"", ""7292"")","Correction of sex identification for a Veteran--should be Male instead of female","","12. Other Request or Inquiry","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7291"", ""7291"")","template access","","12. Other Request or Inquiry","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7289"", ""7289"")","V21 CRH COVID-19 Long COVID IFC Name Change & Add to Menu","","15. **FOR CAC USE ONLY**","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7287"", ""7287"")","Note title not linking to Pulmonary consult- Pritchard","Medical Service","05. Consult Service - Template","10/3/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7286"", ""7286"")","RCI Note update - Speech","","09. Note - Template Request","10/3/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7285"", ""7285"")","Add COCHLEAR IMPLANT SPECIALTY (FROM ENT) pathway","","04. Consult Service - New","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7284"", ""7284"")","CSP consult changes","","16. **CAC USE ONLY, TESTING PURPOSES***","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7283"", ""7283"")","Request to ACCEPT & COMPLETE Consults for MITs - Neurology Service","","16. **CAC USE ONLY, TESTING PURPOSES***","10/3/2023","10/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7282"", ""7282"")","Add SW to receive consults","","16. **CAC USE ONLY, TESTING PURPOSES***","10/3/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7281"", ""7281"")","Consult Request - Gloria Ayala-Briscoe","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7280"", ""7280"")","Update stop codes TELEDERMATOLOGY READER REPORT AUB & FF","","03. Consult Service - Change","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7279"", ""7279"")","Update stop codes Teledermatology Reader Reports Chico, MTZ, SAC","","03. Consult Service - Change","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7278"", ""7278"")","CATCH Category II Flag","","08. Note - New Title","10/2/2023","12/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7277"", ""7277"")","Needs to link consult to note/ clinic in cprs","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7276"", ""7276"")","Consult alert management","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7274"", ""7274"")","Dr. Dremsa needs access to PAIN Manageemnt Outpt SAC","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7273"", ""7273"")","HBPC Telephone Note Template (10/2023)","","09. Note - Template Request","10/2/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7272"", ""7272"")","Social Worker Jennifer Harrison needs to be able to be alerted and to be able to respond to cunsults","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7271"", ""7271"")","Reinstall Note/Template: V21 CRH Specialty Patient Notification Letter","","09. Note - Template Request","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7269"", ""7269"")","Need access to PFT Outpt consults VA Nor Cal","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7268"", ""7268"")","Please replace V21 CRH Sleep Patient Notification Letter","","12. Other Request or Inquiry","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7266"", ""7266"")","Remove from consult order","","16. **CAC USE ONLY, TESTING PURPOSES***","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7265"", ""7265"")","Clinical Reminder DIAGNOSTIC COLONOSCOPY is displaying speech consult order menu","","01. Clinical Reminder - Troubleshooting/Questions","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7264"", ""7264"")","Patient Notification Letter - Auto Print Not populating","","12. Other Request or Inquiry","10/2/2023","10/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7263"", ""7263"")","Cefadroxil Request to After-Hours Omnicell Machine (Please disregard previous request entered today)","","06. CPRS Menu, Order, or Order Set - Change","10/1/2023","10/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7262"", ""7262"")","Cefadroxil Added to After-hours Omnicell","","06. CPRS Menu, Order, or Order Set - Change","10/1/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7261"", ""7261"")","Alcohol detox medications","","06. CPRS Menu, Order, or Order Set - Change","9/30/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7260"", ""7260"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7259"", ""7259"")","Community Care RN Access/Alerts as Clinical Consult Manager","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","10/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7258"", ""7258"")","Please grant access for consults to review and receive for: MTZ ALLERGY","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","10/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7256"", ""7256"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7255"", ""7255"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7254"", ""7254"")","Attach to Consults","","12. Other Request or Inquiry","9/29/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7251"", ""7251"")","Consult Access- Tarra O.","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7250"", ""7250"")","AUDIOLOGY COCHLEAR IMPLANT CONSULT UPDATE","","05. Consult Service - Template","9/29/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7249"", ""7249"")","Consult Access","","16. **CAC USE ONLY, TESTING PURPOSES***","9/29/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7246"", ""7246"")","Remove access to consults","","12. Other Request or Inquiry","9/29/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7244"", ""7244"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7243"", ""7243"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7242"", ""7242"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7241"", ""7241"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7240"", ""7240"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7239"", ""7239"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7238"", ""7238"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7237"", ""7237"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7236"", ""7236"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7235"", ""7235"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7234"", ""7234"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7233"", ""7233"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7232"", ""7232"")","remove consul alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7231"", ""7231"")","remove consult alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7228"", ""7228"")","New Consult- CATCH","","04. Consult Service - New","9/28/2023","10/31/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7227"", ""7227"")","spell check does not show incorrect word","","12. Other Request or Inquiry","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7223"", ""7223"")","MSA PAULA MORGAN","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7222"", ""7222"")","New Note - COMPACT ACT","","08. Note - New Title","9/28/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7220"", ""7220"")","Veteran Directed Care Note","","08. Note - New Title","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7218"", ""7218"")","IFC PACT DISCHARGE CONSULT- please remove SCHNEIDER,STEPHANI","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7217"", ""7217"")","Southern Tier Consult Mods - Burrell","","03. Consult Service - Change","9/28/2023","10/4/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7216"", ""7216"")","Remove SAC SLEEP DISORDER EQUIPMENT, PROCEDURE, OUTPT CONSULTS","","16. **CAC USE ONLY, TESTING PURPOSES***","9/28/2023","9/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7215"", ""7215"")","Add to Consult Access","","12. Other Request or Inquiry","9/28/2023","9/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7210"", ""7210"")","Add new consult users","","16. **CAC USE ONLY, TESTING PURPOSES***","9/27/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7209"", ""7209"")","9.27.23- Urgent- VSE and PEC Portal SAILS access- Erica Price","","12. Other Request or Inquiry","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7208"", ""7208"")","Data Request","","12. Other Request or Inquiry","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7206"", ""7206"")","Endocrinology consult alert for Dr. Basheer, Hiba","","16. **CAC USE ONLY, TESTING PURPOSES***","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7204"", ""7204"")","unable to upload Ophthalmology files- REGINA EDWARDS","","12. Other Request or Inquiry","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7202"", ""7202"")","Requesting txml file: MH PTSD INTAKE assessment to be emailed to me (SFVA)","","12. Other Request or Inquiry","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7201"", ""7201"")","CPRS","","13. CPRS Training (Self-Paced)","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7200"", ""7200"")","Prosthetic IFc consult update","","05. Consult Service - Template","9/27/2023","9/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7199"", ""7199"")","CPRS","","13. CPRS Training (Self-Paced)","9/27/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7197"", ""7197"")","Remove Consult Alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","9/26/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7196"", ""7196"")","CT ALL CC ALL CLN ADM","","12. Other Request or Inquiry","9/26/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7195"", ""7195"")","Remove from GMH Consults","","16. **CAC USE ONLY, TESTING PURPOSES***","9/26/2023","9/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=7194"", ""7194"")","Delete CPRS Note","","12. Other Request or Inquiry","9/26/2023","9/26/2023","Completed",
